date,meal_type,weather,schedule,day_of_week,actual_demand
2024-07-03,dinner,cloudy,holiday,wednesday,11
2024-07-04,breakfast,cloudy,holiday,thursday,8
2024-07-04,lunch,cloudy,holiday,thursday,16
2024-07-04,dinner,cloudy,holiday,thursday,10
2024-07-05,breakfast,rainy,holiday,friday,5
2024-07-05,lunch,rainy,holiday,friday,10
2024-07-05,dinner,rainy,holiday,friday,8
2024-07-06,breakfast,stormy,weekend,saturday,5
2024-07-06,lunch,stormy,weekend,saturday,7
2024-07-06,dinner,stormy,weekend,saturday,5
2024-07-07,breakfast,cloudy,weekend,sunday,5
2024-07-07,lunch,cloudy,weekend,sunday,9
2024-07-07,dinner,cloudy,weekend,sunday,7
2024-07-08,breakfast,sunny,holiday,monday,9
2024-07-08,lunch,sunny,holiday,monday,12
2024-07-08,dinner,sunny,holiday,monday,12
2024-07-09,breakfast,cloudy,holiday,tuesday,7
2024-07-09,lunch,cloudy,holiday,tuesday,12
2024-07-09,dinner,cloudy,holiday,tuesday,11
2024-07-10,breakfast,rainy,holiday,wednesday,6
2024-07-10,lunch,rainy,holiday,wednesday,11
2024-07-10,dinner,rainy,holiday,wednesday,9
2024-07-11,breakfast,rainy,holiday,thursday,5
2024-07-11,lunch,rainy,holiday,thursday,12
2024-07-11,dinner,rainy,holiday,thursday,10
2024-07-12,breakfast,rainy,holiday,friday,5
2024-07-12,lunch,rainy,holiday,friday,14
2024-07-12,dinner,rainy,holiday,friday,11
2024-07-13,breakfast,cloudy,weekend,saturday,6
2024-07-13,lunch,cloudy,weekend,saturday,9
2024-07-13,dinner,cloudy,weekend,saturday,8
2024-07-14,breakfast,rainy,weekend,sunday,5
2024-07-14,lunch,rainy,weekend,sunday,7
2024-07-14,dinner,rainy,weekend,sunday,6
2024-07-15,breakfast,cloudy,holiday,monday,7
2024-07-15,lunch,cloudy,holiday,monday,13
2024-07-15,dinner,cloudy,holiday,monday,10
2024-07-16,breakfast,stormy,holiday,tuesday,5
2024-07-16,lunch,stormy,holiday,tuesday,8
2024-07-16,dinner,stormy,holiday,tuesday,5
2024-07-17,breakfast,sunny,holiday,wednesday,12
2024-07-17,lunch,sunny,holiday,wednesday,17
2024-07-17,dinner,sunny,holiday,wednesday,13
2024-07-18,breakfast,rainy,holiday,thursday,7
2024-07-18,lunch,rainy,holiday,thursday,12
2024-07-18,dinner,rainy,holiday,thursday,8
2024-07-19,breakfast,sunny,holiday,friday,7
2024-07-19,lunch,sunny,holiday,friday,14
2024-07-19,dinner,sunny,holiday,friday,12
2024-07-20,breakfast,stormy,weekend,saturday,5
2024-07-20,lunch,stormy,weekend,saturday,6
2024-07-20,dinner,stormy,weekend,saturday,5
2024-07-21,breakfast,cloudy,weekend,sunday,6
2024-07-21,lunch,cloudy,weekend,sunday,10
2024-07-21,dinner,cloudy,weekend,sunday,8
2024-07-22,breakfast,cloudy,holiday,monday,7
2024-07-22,lunch,cloudy,holiday,monday,14
2024-07-22,dinner,cloudy,holiday,monday,9
2024-07-23,breakfast,rainy,holiday,tuesday,7
2024-07-23,lunch,rainy,holiday,tuesday,11
2024-07-23,dinner,rainy,holiday,tuesday,11
2024-07-24,breakfast,stormy,holiday,wednesday,5
2024-07-24,lunch,stormy,holiday,wednesday,9
2024-07-24,dinner,stormy,holiday,wednesday,6
2024-07-25,breakfast,rainy,holiday,thursday,6
2024-07-25,lunch,rainy,holiday,thursday,10
2024-07-25,dinner,rainy,holiday,thursday,9
2024-07-26,breakfast,rainy,holiday,friday,6
2024-07-26,lunch,rainy,holiday,friday,9
2024-07-26,dinner,rainy,holiday,friday,8
2024-07-27,breakfast,rainy,weekend,saturday,5
2024-07-27,lunch,rainy,weekend,saturday,10
2024-07-27,dinner,rainy,weekend,saturday,6
2024-07-28,breakfast,stormy,weekend,sunday,5
2024-07-28,lunch,stormy,weekend,sunday,6
2024-07-28,dinner,stormy,weekend,sunday,5
2024-07-29,breakfast,rainy,holiday,monday,5
2024-07-29,lunch,rainy,holiday,monday,11
2024-07-29,dinner,rainy,holiday,monday,9
2024-07-30,breakfast,rainy,holiday,tuesday,5
2024-07-30,lunch,rainy,holiday,tuesday,11
2024-07-30,dinner,rainy,holiday,tuesday,10
2024-07-31,breakfast,sunny,holiday,wednesday,8
2024-07-31,lunch,sunny,holiday,wednesday,17
2024-07-31,dinner,sunny,holiday,wednesday,14
2024-08-01,breakfast,sunny,regular,thursday,53
2024-08-01,lunch,sunny,regular,thursday,137
2024-08-01,dinner,sunny,regular,thursday,109
2024-08-02,breakfast,cloudy,regular,friday,35
2024-08-02,lunch,cloudy,regular,friday,92
2024-08-02,dinner,cloudy,regular,friday,83
2024-08-03,breakfast,rainy,weekend,saturday,5
2024-08-03,lunch,rainy,weekend,saturday,19
2024-08-03,dinner,rainy,weekend,saturday,15
2024-08-04,breakfast,sunny,weekend,sunday,10
2024-08-04,lunch,sunny,weekend,sunday,22
2024-08-04,dinner,sunny,weekend,sunday,18
2024-08-05,breakfast,rainy,regular,monday,43
2024-08-05,lunch,rainy,regular,monday,78
2024-08-05,dinner,rainy,regular,monday,86
2024-08-06,breakfast,sunny,regular,tuesday,71
2024-08-06,lunch,sunny,regular,tuesday,139
2024-08-06,dinner,sunny,regular,tuesday,103
2024-08-07,breakfast,rainy,regular,wednesday,53
2024-08-07,lunch,rainy,regular,wednesday,77
2024-08-07,dinner,rainy,regular,wednesday,88
2024-08-08,breakfast,rainy,regular,thursday,59
2024-08-08,lunch,rainy,regular,thursday,95
2024-08-08,dinner,rainy,regular,thursday,65
2024-08-09,breakfast,rainy,regular,friday,49
2024-08-09,lunch,rainy,regular,friday,89
2024-08-09,dinner,rainy,regular,friday,68
2024-08-10,breakfast,sunny,weekend,saturday,13
2024-08-10,lunch,sunny,weekend,saturday,22
2024-08-10,dinner,sunny,weekend,saturday,12
2024-08-11,breakfast,cloudy,weekend,sunday,10
2024-08-11,lunch,cloudy,weekend,sunday,18
2024-08-11,dinner,cloudy,weekend,sunday,16
2024-08-12,breakfast,stormy,regular,monday,33
2024-08-12,lunch,stormy,regular,monday,54
2024-08-12,dinner,stormy,regular,monday,43
2024-08-13,breakfast,cloudy,regular,tuesday,57
2024-08-13,lunch,cloudy,regular,tuesday,116
2024-08-13,dinner,cloudy,regular,tuesday,98
2024-08-14,breakfast,stormy,regular,wednesday,34
2024-08-14,lunch,stormy,regular,wednesday,73
2024-08-14,dinner,stormy,regular,wednesday,58
2024-08-15,breakfast,stormy,regular,thursday,7
2024-08-15,lunch,stormy,regular,thursday,24
2024-08-15,dinner,stormy,regular,thursday,14
2024-08-16,breakfast,cloudy,regular,friday,45
2024-08-16,lunch,cloudy,regular,friday,115
2024-08-16,dinner,cloudy,regular,friday,67
2024-08-17,breakfast,cloudy,weekend,saturday,11
2024-08-17,lunch,cloudy,weekend,saturday,22
2024-08-17,dinner,cloudy,weekend,saturday,19
2024-08-18,breakfast,rainy,weekend,sunday,9
2024-08-18,lunch,rainy,weekend,sunday,18
2024-08-18,dinner,rainy,weekend,sunday,11
2024-08-19,breakfast,rainy,regular,monday,47
2024-08-19,lunch,rainy,regular,monday,74
2024-08-19,dinner,rainy,regular,monday,75
2024-08-20,breakfast,rainy,regular,tuesday,42
2024-08-20,lunch,rainy,regular,tuesday,108
2024-08-20,dinner,rainy,regular,tuesday,73
2024-08-21,breakfast,cloudy,regular,wednesday,46
2024-08-21,lunch,cloudy,regular,wednesday,104
2024-08-21,dinner,cloudy,regular,wednesday,91
2024-08-22,breakfast,rainy,regular,thursday,47
2024-08-22,lunch,rainy,regular,thursday,104
2024-08-22,dinner,rainy,regular,thursday,77
2024-08-23,breakfast,cloudy,regular,friday,52
2024-08-23,lunch,cloudy,regular,friday,82
2024-08-23,dinner,cloudy,regular,friday,87
2024-08-24,breakfast,rainy,weekend,saturday,8
2024-08-24,lunch,rainy,weekend,saturday,15
2024-08-24,dinner,rainy,weekend,saturday,16
2024-08-25,breakfast,cloudy,weekend,sunday,11
2024-08-25,lunch,cloudy,weekend,sunday,19
2024-08-25,dinner,cloudy,weekend,sunday,16
2024-08-26,breakfast,rainy,regular,monday,50
2024-08-26,lunch,rainy,regular,monday,96
2024-08-26,dinner,rainy,regular,monday,69
2024-08-27,breakfast,rainy,regular,tuesday,54
2024-08-27,lunch,rainy,regular,tuesday,83
2024-08-27,dinner,rainy,regular,tuesday,71
2024-08-28,breakfast,rainy,regular,wednesday,52
2024-08-28,lunch,rainy,regular,wednesday,85
2024-08-28,dinner,rainy,regular,wednesday,77
2024-08-29,breakfast,cloudy,regular,thursday,63
2024-08-29,lunch,cloudy,regular,thursday,127
2024-08-29,dinner,cloudy,regular,thursday,110
2024-08-30,breakfast,cloudy,regular,friday,56
2024-08-30,lunch,cloudy,regular,friday,117
2024-08-30,dinner,cloudy,regular,friday,94
2024-08-31,breakfast,cloudy,weekend,saturday,13
2024-08-31,lunch,cloudy,weekend,saturday,24
2024-08-31,dinner,cloudy,weekend,saturday,16
2024-09-01,breakfast,cloudy,weekend,sunday,15
2024-09-01,lunch,cloudy,weekend,sunday,31
2024-09-01,dinner,cloudy,weekend,sunday,26
2024-09-02,breakfast,cloudy,regular,monday,99
2024-09-02,lunch,cloudy,regular,monday,172
2024-09-02,dinner,cloudy,regular,monday,118
2024-09-03,breakfast,cloudy,regular,tuesday,105
2024-09-03,lunch,cloudy,regular,tuesday,178
2024-09-03,dinner,cloudy,regular,tuesday,148
2024-09-04,breakfast,cloudy,regular,wednesday,95
2024-09-04,lunch,cloudy,regular,wednesday,186
2024-09-04,dinner,cloudy,regular,wednesday,145
2024-09-05,breakfast,cloudy,regular,thursday,91
2024-09-05,lunch,cloudy,regular,thursday,173
2024-09-05,dinner,cloudy,regular,thursday,158
2024-09-06,breakfast,rainy,regular,friday,72
2024-09-06,lunch,rainy,regular,friday,141
2024-09-06,dinner,rainy,regular,friday,100
2024-09-07,breakfast,rainy,weekend,saturday,14
2024-09-07,lunch,rainy,weekend,saturday,24
2024-09-07,dinner,rainy,weekend,saturday,17
2024-09-08,breakfast,cloudy,weekend,sunday,15
2024-09-08,lunch,cloudy,weekend,sunday,31
2024-09-08,dinner,cloudy,weekend,sunday,24
2024-09-09,breakfast,cloudy,regular,monday,78
2024-09-09,lunch,cloudy,regular,monday,144
2024-09-09,dinner,cloudy,regular,monday,138
2024-09-10,breakfast,rainy,regular,tuesday,86
2024-09-10,lunch,rainy,regular,tuesday,124
2024-09-10,dinner,rainy,regular,tuesday,135
2024-09-11,breakfast,sunny,regular,wednesday,108
2024-09-11,lunch,sunny,regular,wednesday,177
2024-09-11,dinner,sunny,regular,wednesday,168
2024-09-12,breakfast,cloudy,regular,thursday,111
2024-09-12,lunch,cloudy,regular,thursday,145
2024-09-12,dinner,cloudy,regular,thursday,163
2024-09-13,breakfast,cloudy,regular,friday,70
2024-09-13,lunch,cloudy,regular,friday,128
2024-09-13,dinner,cloudy,regular,friday,126
2024-09-14,breakfast,stormy,weekend,saturday,10
2024-09-14,lunch,stormy,weekend,saturday,21
2024-09-14,dinner,stormy,weekend,saturday,15
2024-09-15,breakfast,sunny,weekend,sunday,17
2024-09-15,lunch,sunny,weekend,sunday,26
2024-09-15,dinner,sunny,weekend,sunday,30
2024-09-16,breakfast,rainy,regular,monday,69
2024-09-16,lunch,rainy,regular,monday,116
2024-09-16,dinner,rainy,regular,monday,89
2024-09-17,breakfast,cloudy,regular,tuesday,99
2024-09-17,lunch,cloudy,regular,tuesday,165
2024-09-17,dinner,cloudy,regular,tuesday,129
2024-09-18,breakfast,rainy,regular,wednesday,77
2024-09-18,lunch,rainy,regular,wednesday,140
2024-09-18,dinner,rainy,regular,wednesday,111
2024-09-19,breakfast,stormy,regular,thursday,51
2024-09-19,lunch,stormy,regular,thursday,101
2024-09-19,dinner,stormy,regular,thursday,94
2024-09-20,breakfast,rainy,regular,friday,66
2024-09-20,lunch,rainy,regular,friday,142
2024-09-20,dinner,rainy,regular,friday,68
2024-09-21,breakfast,sunny,weekend,saturday,23
2024-09-21,lunch,sunny,weekend,saturday,39
2024-09-21,dinner,sunny,weekend,saturday,28
2024-09-22,breakfast,cloudy,weekend,sunday,15
2024-09-22,lunch,cloudy,weekend,sunday,33
2024-09-22,dinner,cloudy,weekend,sunday,29
2024-09-23,breakfast,rainy,regular,monday,85
2024-09-23,lunch,rainy,regular,monday,136
2024-09-23,dinner,rainy,regular,monday,96
2024-09-24,breakfast,rainy,regular,tuesday,85
2024-09-24,lunch,rainy,regular,tuesday,134
2024-09-24,dinner,rainy,regular,tuesday,97
2024-09-25,breakfast,rainy,regular,wednesday,88
2024-09-25,lunch,rainy,regular,wednesday,171
2024-09-25,dinner,rainy,regular,wednesday,140
2024-09-26,breakfast,rainy,regular,thursday,84
2024-09-26,lunch,rainy,regular,thursday,136
2024-09-26,dinner,rainy,regular,thursday,119
2024-09-27,breakfast,sunny,regular,friday,73
2024-09-27,lunch,sunny,regular,friday,147
2024-09-27,dinner,sunny,regular,friday,132
2024-09-28,breakfast,stormy,weekend,saturday,12
2024-09-28,lunch,stormy,weekend,saturday,21
2024-09-28,dinner,stormy,weekend,saturday,13
2024-09-29,breakfast,cloudy,weekend,sunday,18
2024-09-29,lunch,cloudy,weekend,sunday,31
2024-09-29,dinner,cloudy,weekend,sunday,29
2024-09-30,breakfast,cloudy,regular,monday,90
2024-09-30,lunch,cloudy,regular,monday,156
2024-09-30,dinner,cloudy,regular,monday,125
2024-10-01,breakfast,cloudy,regular,tuesday,85
2024-10-01,lunch,cloudy,regular,tuesday,170
2024-10-01,dinner,cloudy,regular,tuesday,133
2024-10-02,breakfast,sunny,regular,wednesday,33
2024-10-02,lunch,sunny,regular,wednesday,60
2024-10-02,dinner,sunny,regular,wednesday,47
2024-10-03,breakfast,cloudy,regular,thursday,88
2024-10-03,lunch,cloudy,regular,thursday,203
2024-10-03,dinner,cloudy,regular,thursday,165
2024-10-04,breakfast,sunny,regular,friday,83
2024-10-04,lunch,sunny,regular,friday,179
2024-10-04,dinner,sunny,regular,friday,133
2024-10-05,breakfast,stormy,weekend,saturday,9
2024-10-05,lunch,stormy,weekend,saturday,20
2024-10-05,dinner,stormy,weekend,saturday,13
2024-10-06,breakfast,rainy,weekend,sunday,14
2024-10-06,lunch,rainy,weekend,sunday,25
2024-10-06,dinner,rainy,weekend,sunday,22
2024-10-07,breakfast,sunny,regular,monday,86
2024-10-07,lunch,sunny,regular,monday,188
2024-10-07,dinner,sunny,regular,monday,157
2024-10-08,breakfast,sunny,regular,tuesday,102
2024-10-08,lunch,sunny,regular,tuesday,182
2024-10-08,dinner,sunny,regular,tuesday,132
2024-10-09,breakfast,cloudy,regular,wednesday,100
2024-10-09,lunch,cloudy,regular,wednesday,190
2024-10-09,dinner,cloudy,regular,wednesday,156
2024-10-10,breakfast,cloudy,regular,thursday,95
2024-10-10,lunch,cloudy,regular,thursday,161
2024-10-10,dinner,cloudy,regular,thursday,172
2024-10-11,breakfast,sunny,regular,friday,121
2024-10-11,lunch,sunny,regular,friday,144
2024-10-11,dinner,sunny,regular,friday,68
2024-10-12,breakfast,cloudy,weekend,saturday,15
2024-10-12,lunch,cloudy,weekend,saturday,37
2024-10-12,dinner,cloudy,weekend,saturday,28
2024-10-13,breakfast,sunny,weekend,sunday,14
2024-10-13,lunch,sunny,weekend,sunday,32
2024-10-13,dinner,sunny,weekend,sunday,28
2024-10-14,breakfast,rainy,regular,monday,68
2024-10-14,lunch,rainy,regular,monday,118
2024-10-14,dinner,rainy,regular,monday,112
2024-10-15,breakfast,sunny,regular,tuesday,101
2024-10-15,lunch,sunny,regular,tuesday,187
2024-10-15,dinner,sunny,regular,tuesday,129
2024-10-16,breakfast,sunny,regular,wednesday,102
2024-10-16,lunch,sunny,regular,wednesday,202
2024-10-16,dinner,sunny,regular,wednesday,113
2024-10-17,breakfast,rainy,regular,thursday,71
2024-10-17,lunch,rainy,regular,thursday,169
2024-10-17,dinner,rainy,regular,thursday,96
2024-10-18,breakfast,rainy,regular,friday,52
2024-10-18,lunch,rainy,regular,friday,146
2024-10-18,dinner,rainy,regular,friday,123
2024-10-19,breakfast,sunny,weekend,saturday,19
2024-10-19,lunch,sunny,weekend,saturday,40
2024-10-19,dinner,sunny,weekend,saturday,32
2024-10-20,breakfast,sunny,weekend,sunday,18
2024-10-20,lunch,sunny,weekend,sunday,38
2024-10-20,dinner,sunny,weekend,sunday,24
2024-10-21,breakfast,rainy,regular,monday,64
2024-10-21,lunch,rainy,regular,monday,127
2024-10-21,dinner,rainy,regular,monday,111
2024-10-22,breakfast,stormy,regular,tuesday,38
2024-10-22,lunch,stormy,regular,tuesday,98
2024-10-22,dinner,stormy,regular,tuesday,66
2024-10-23,breakfast,sunny,regular,wednesday,107
2024-10-23,lunch,sunny,regular,wednesday,158
2024-10-23,dinner,sunny,regular,wednesday,184
2024-10-24,breakfast,sunny,regular,thursday,105
2024-10-24,lunch,sunny,regular,thursday,204
2024-10-24,dinner,sunny,regular,thursday,161
2024-10-25,breakfast,sunny,regular,friday,88
2024-10-25,lunch,sunny,regular,friday,134
2024-10-25,dinner,sunny,regular,friday,145
2024-10-26,breakfast,sunny,weekend,saturday,20
2024-10-26,lunch,sunny,weekend,saturday,38
2024-10-26,dinner,sunny,weekend,saturday,24
2024-10-27,breakfast,rainy,weekend,sunday,11
2024-10-27,lunch,rainy,weekend,sunday,22
2024-10-27,dinner,rainy,weekend,sunday,16
2024-10-28,breakfast,sunny,regular,monday,116
2024-10-28,lunch,sunny,regular,monday,180
2024-10-28,dinner,sunny,regular,monday,124
2024-10-29,breakfast,rainy,regular,tuesday,80
2024-10-29,lunch,rainy,regular,tuesday,163
2024-10-29,dinner,rainy,regular,tuesday,108
2024-10-30,breakfast,sunny,regular,wednesday,57
2024-10-30,lunch,sunny,regular,wednesday,149
2024-10-30,dinner,sunny,regular,wednesday,137
2024-10-31,breakfast,cloudy,regular,thursday,82
2024-10-31,lunch,cloudy,regular,thursday,163
2024-10-31,dinner,cloudy,regular,thursday,142
2024-11-01,breakfast,cloudy,regular,friday,68
2024-11-01,lunch,cloudy,regular,friday,158
2024-11-01,dinner,cloudy,regular,friday,135
2024-11-02,breakfast,sunny,weekend,saturday,19
2024-11-02,lunch,sunny,weekend,saturday,33
2024-11-02,dinner,sunny,weekend,saturday,20
2024-11-03,breakfast,rainy,weekend,sunday,12
2024-11-03,lunch,rainy,weekend,sunday,18
2024-11-03,dinner,rainy,weekend,sunday,17
2024-11-04,breakfast,rainy,regular,monday,69
2024-11-04,lunch,rainy,regular,monday,114
2024-11-04,dinner,rainy,regular,monday,107
2024-11-05,breakfast,stormy,regular,tuesday,57
2024-11-05,lunch,stormy,regular,tuesday,65
2024-11-05,dinner,stormy,regular,tuesday,84
2024-11-06,breakfast,sunny,regular,wednesday,115
2024-11-06,lunch,sunny,regular,wednesday,163
2024-11-06,dinner,sunny,regular,wednesday,153
2024-11-07,breakfast,cloudy,regular,thursday,102
2024-11-07,lunch,cloudy,regular,thursday,164
2024-11-07,dinner,cloudy,regular,thursday,146
2024-11-08,breakfast,cloudy,regular,friday,84
2024-11-08,lunch,cloudy,regular,friday,153
2024-11-08,dinner,cloudy,regular,friday,90
2024-11-09,breakfast,sunny,weekend,saturday,19
2024-11-09,lunch,sunny,weekend,saturday,41
2024-11-09,dinner,sunny,weekend,saturday,29
2024-11-10,breakfast,rainy,weekend,sunday,15
2024-11-10,lunch,rainy,weekend,sunday,24
2024-11-10,dinner,rainy,weekend,sunday,21
2024-11-11,breakfast,sunny,regular,monday,104
2024-11-11,lunch,sunny,regular,monday,136
2024-11-11,dinner,sunny,regular,monday,146
2024-11-12,breakfast,rainy,regular,tuesday,83
2024-11-12,lunch,rainy,regular,tuesday,113
2024-11-12,dinner,rainy,regular,tuesday,150
2024-11-13,breakfast,sunny,regular,wednesday,122
2024-11-13,lunch,sunny,regular,wednesday,201
2024-11-13,dinner,sunny,regular,wednesday,161
2024-11-14,breakfast,cloudy,regular,thursday,102
2024-11-14,lunch,cloudy,regular,thursday,207
2024-11-14,dinner,cloudy,regular,thursday,180
2024-11-15,breakfast,rainy,regular,friday,60
2024-11-15,lunch,rainy,regular,friday,112
2024-11-15,dinner,rainy,regular,friday,111
2024-11-16,breakfast,cloudy,weekend,saturday,15
2024-11-16,lunch,cloudy,weekend,saturday,31
2024-11-16,dinner,cloudy,weekend,saturday,31
2024-11-17,breakfast,sunny,weekend,sunday,16
2024-11-17,lunch,sunny,weekend,sunday,29
2024-11-17,dinner,sunny,weekend,sunday,30
2024-11-18,breakfast,sunny,regular,monday,79
2024-11-18,lunch,sunny,regular,monday,163
2024-11-18,dinner,sunny,regular,monday,114
2024-11-19,breakfast,cloudy,regular,tuesday,71
2024-11-19,lunch,cloudy,regular,tuesday,221
2024-11-19,dinner,cloudy,regular,tuesday,143
2024-11-20,breakfast,rainy,regular,wednesday,78
2024-11-20,lunch,rainy,regular,wednesday,159
2024-11-20,dinner,rainy,regular,wednesday,101
2024-11-21,breakfast,cloudy,regular,thursday,89
2024-11-21,lunch,cloudy,regular,thursday,144
2024-11-21,dinner,cloudy,regular,thursday,142
2024-11-22,breakfast,cloudy,regular,friday,83
2024-11-22,lunch,cloudy,regular,friday,171
2024-11-22,dinner,cloudy,regular,friday,135
2024-11-23,breakfast,sunny,weekend,saturday,14
2024-11-23,lunch,sunny,weekend,saturday,35
2024-11-23,dinner,sunny,weekend,saturday,22
2024-11-24,breakfast,sunny,weekend,sunday,17
2024-11-24,lunch,sunny,weekend,sunday,27
2024-11-24,dinner,sunny,weekend,sunday,27
2024-11-25,breakfast,rainy,exams,monday,71
2024-11-25,lunch,rainy,exams,monday,121
2024-11-25,dinner,rainy,exams,monday,115
2024-11-26,breakfast,sunny,exams,tuesday,126
2024-11-26,lunch,sunny,exams,tuesday,249
2024-11-26,dinner,sunny,exams,tuesday,169
2024-11-27,breakfast,sunny,exams,wednesday,71
2024-11-27,lunch,sunny,exams,wednesday,220
2024-11-27,dinner,sunny,exams,wednesday,219
2024-11-28,breakfast,sunny,exams,thursday,107
2024-11-28,lunch,sunny,exams,thursday,169
2024-11-28,dinner,sunny,exams,thursday,174
2024-11-29,breakfast,rainy,exams,friday,85
2024-11-29,lunch,rainy,exams,friday,147
2024-11-29,dinner,rainy,exams,friday,105
2024-11-30,breakfast,cloudy,weekend,saturday,18
2024-11-30,lunch,cloudy,weekend,saturday,38
2024-11-30,dinner,cloudy,weekend,saturday,24
2024-12-01,breakfast,rainy,weekend,sunday,9
2024-12-01,lunch,rainy,weekend,sunday,18
2024-12-01,dinner,rainy,weekend,sunday,11
2024-12-02,breakfast,cloudy,exams,monday,60
2024-12-02,lunch,cloudy,exams,monday,110
2024-12-02,dinner,cloudy,exams,monday,89
2024-12-03,breakfast,cloudy,exams,tuesday,96
2024-12-03,lunch,cloudy,exams,tuesday,126
2024-12-03,dinner,cloudy,exams,tuesday,93
2024-12-04,breakfast,cloudy,exams,wednesday,72
2024-12-04,lunch,cloudy,exams,wednesday,126
2024-12-04,dinner,cloudy,exams,wednesday,118
2024-12-05,breakfast,sunny,exams,thursday,86
2024-12-05,lunch,sunny,exams,thursday,146
2024-12-05,dinner,sunny,exams,thursday,118
2024-12-06,breakfast,sunny,exams,friday,73
2024-12-06,lunch,sunny,exams,friday,134
2024-12-06,dinner,sunny,exams,friday,93
2024-12-07,breakfast,sunny,weekend,saturday,9
2024-12-07,lunch,sunny,weekend,saturday,21
2024-12-07,dinner,sunny,weekend,saturday,17
2024-12-08,breakfast,sunny,weekend,sunday,10
2024-12-08,lunch,sunny,weekend,sunday,21
2024-12-08,dinner,sunny,weekend,sunday,16
2024-12-09,breakfast,cloudy,exams,monday,64
2024-12-09,lunch,cloudy,exams,monday,116
2024-12-09,dinner,cloudy,exams,monday,99
2024-12-10,breakfast,sunny,exams,tuesday,57
2024-12-10,lunch,sunny,exams,tuesday,175
2024-12-10,dinner,sunny,exams,tuesday,94
2024-12-11,breakfast,sunny,regular,wednesday,59
2024-12-11,lunch,sunny,regular,wednesday,111
2024-12-11,dinner,sunny,regular,wednesday,97
2024-12-12,breakfast,sunny,regular,thursday,76
2024-12-12,lunch,sunny,regular,thursday,115
2024-12-12,dinner,sunny,regular,thursday,94
2024-12-13,breakfast,sunny,regular,friday,60
2024-12-13,lunch,sunny,regular,friday,104
2024-12-13,dinner,sunny,regular,friday,70
2024-12-14,breakfast,sunny,weekend,saturday,12
2024-12-14,lunch,sunny,weekend,saturday,20
2024-12-14,dinner,sunny,weekend,saturday,15
2024-12-15,breakfast,sunny,weekend,sunday,12
2024-12-15,lunch,sunny,weekend,sunday,23
2024-12-15,dinner,sunny,weekend,sunday,13
2024-12-16,breakfast,rainy,regular,monday,47
2024-12-16,lunch,rainy,regular,monday,80
2024-12-16,dinner,rainy,regular,monday,69
2024-12-17,breakfast,sunny,regular,tuesday,55
2024-12-17,lunch,sunny,regular,tuesday,142
2024-12-17,dinner,sunny,regular,tuesday,91
2024-12-18,breakfast,cloudy,regular,wednesday,55
2024-12-18,lunch,cloudy,regular,wednesday,133
2024-12-18,dinner,cloudy,regular,wednesday,94
2024-12-19,breakfast,cloudy,regular,thursday,59
2024-12-19,lunch,cloudy,regular,thursday,112
2024-12-19,dinner,cloudy,regular,thursday,79
2024-12-20,breakfast,rainy,holiday,friday,10
2024-12-20,lunch,rainy,holiday,friday,21
2024-12-20,dinner,rainy,holiday,friday,14
2024-12-21,breakfast,sunny,weekend,saturday,10
2024-12-21,lunch,sunny,weekend,saturday,19
2024-12-21,dinner,sunny,weekend,saturday,18
2024-12-22,breakfast,cloudy,weekend,sunday,8
2024-12-22,lunch,cloudy,weekend,sunday,18
2024-12-22,dinner,cloudy,weekend,sunday,11
2024-12-23,breakfast,cloudy,holiday,monday,13
2024-12-23,lunch,cloudy,holiday,monday,26
2024-12-23,dinner,cloudy,holiday,monday,18
2024-12-24,breakfast,cloudy,holiday,tuesday,15
2024-12-24,lunch,cloudy,holiday,tuesday,26
2024-12-24,dinner,cloudy,holiday,tuesday,21
2024-12-25,breakfast,sunny,holiday,wednesday,5
2024-12-25,lunch,sunny,holiday,wednesday,6
2024-12-25,dinner,sunny,holiday,wednesday,5
2024-12-26,breakfast,cloudy,holiday,thursday,15
2024-12-26,lunch,cloudy,holiday,thursday,32
2024-12-26,dinner,cloudy,holiday,thursday,18
2024-12-27,breakfast,sunny,holiday,friday,10
2024-12-27,lunch,sunny,holiday,friday,23
2024-12-27,dinner,sunny,holiday,friday,21
2024-12-28,breakfast,sunny,weekend,saturday,15
2024-12-28,lunch,sunny,weekend,saturday,17
2024-12-28,dinner,sunny,weekend,saturday,17
2024-12-29,breakfast,sunny,weekend,sunday,13
2024-12-29,lunch,sunny,weekend,sunday,17
2024-12-29,dinner,sunny,weekend,sunday,17
2024-12-30,breakfast,cloudy,holiday,monday,15
2024-12-30,lunch,cloudy,holiday,monday,22
2024-12-30,dinner,cloudy,holiday,monday,20
2024-12-31,breakfast,rainy,holiday,tuesday,14
2024-12-31,lunch,rainy,holiday,tuesday,21
2024-12-31,dinner,rainy,holiday,tuesday,18
